"question","answer"
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Dress in layers; protect feet and keep devices within recommended temperatures.",""
"   Monitor glucose around outdoor activity;"" carry fast"""""""" acting carbs.""",""
"   Moisturize skin and inspect feet to prevent cracks/ulcers.",""
"   Seek care for persistent high/low glucose or frostbite signs.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Review safety with your clinician; some people and regimens are not suitable for fasting.",""
"   Increase glucose checks during fasting and early after meals; adjust timing of meds if approved.",""
"   Stay hydrated;"" choose balanced"," lower"""""""" GI meals when breaking fast""; avoid large sugar loads."
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Start gradually;"" include warm"""""""" up/cool"""""""" down""; hydrate and check footwear.",""
"   Monitor glucose before/after new or prolonged sessions;"" carry fast"""""""" acting carbs if at risk of lows.""",""
"   Coordinate meals/meds to prevent hypoglycemia (especially with insulin or sulfonylureas).",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Activity:  150 minutes/week + resistance training; reduce sedentary time.",""
"   Weight: gradual"," sustainable loss if needed; sleep and stress management."
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Monitor glucose (A1C/SMBG/CGM as appropriate) and keep a written plan.",""
"   Prevent complications with screenings and foot/eye/kidney care.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Hydrate regularly; avoid extreme heat exposure and keep insulin cool.",""
"   Wear breathable footwear; check feet daily.",""
"   Seek care for signs of heat illness or persistent high/low glucose.",""
"Educational guidance only;"" tailor with your clinician.""""""",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Do not stop basal insulin; continue essential meds unless advised otherwise.",""
"   Check glucose more often; consider ketone testing if levels are high or you feel unwell.",""
"   Hydrate with fluids; use simple carbs to treat lows; manage fever/pain per guidance.",""
"   Resume usual routine when eating/drinking normally and glucose stabilizes.",""
"This is educational guidance;"" follow your clinician's individualized plan.""""""",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Carbohydrate awareness: keep regular meal timing; match portions to activity and medications.",""
"   Drinks: water or unsweetened;"" avoid sugar"""""""" sweetened beverages""; limit alcohol.",""
"   Monitoring: track glucose response to new meals; adjust portions accordingly.",""
"This is general education;"" work with a dietitian for a personalized plan.""""""",""
"   Time zones: plan basal dosing and meal timing; set reminders.",""
"   Keep quick carbs for lows; stay hydrated; store insulin properly.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
"   Practical: Start with lifestyle + metformin when appropriate; layer agents based on comorbidities and preferences.",""
"   Efficacy: Both options lower glucose;"" GLP"""""""" 1 RAs often reduce weight and A1C more than DPP"""""""" 4"," while SGLT2s add heart/kidney benefits. Sulfonylureas lower A1C but carry hypoglycemia risk."""
